iter	Passed	Remaining
198	4358	17542
199	4378	17513
200	4397	17479
201	4415	17444
202	4433	17408
203	4457	17394
204	4480	17375
205	4504	17361
206	4522	17324
207	4559	17361
208	4576	17318
209	4596	17291
210	4615	17258
211	4652	17294
212	4674	17272
213	4692	17236
214	4710	17199
215	4730	17171
216	4748	17133
217	4766	17098
218	4781	17053
219	4798	17014
220	4813	16967
221	4834	16941
222	4854	16913
223	4874	16887
224	4891	16850
225	4910	16819
226	4932	16797
227	4955	16779
228	4974	16746
229	4989	16703
230	5005	16664
231	5020	16620
232	5038	16585
233	5054	16546
234	5072	16512
235	5107	16533
236	5127	16507
237	5149	16487
238	5173	16473
239	5194	16450
240	5214	16423
241	5235	16398
242	5255	16372
243	5274	16341
244	5290	16303
245	5321	16310
246	5339	16276
247	5356	16243
248	5378	16222
249	5401	16203
250	5422	16182
251	5446	16167
252	5472	16159
253	5504	16165
254	5523	16136
255	5539	16099
256	5558	16068
257	5574	16033
258	5595	16008
259	5618	15991
260	5639	15967
261	5660	15944
262	5679	15915
263	5699	15890
264	5720	15867
265	5739	15838
266	5754	15797
267	5769	15757
268	5785	15722
269	5802	15687
270	5817	15649
271	5831	15607
272	5847	15572
273	5864	15538
274	5878	15498
275	5894	15463
276	5915	15439
277	5934	15413
278	5955	15389
279	5994	15414
280	6014	15390
281	6035	15367
282	6053	15335
283	6069	15302
284	6087	15271
285	6104	15239
286	6121	15208
287	6144	15191
288	6166	15171
289	6186	15145
290	6208	15125
291	6229	15104
292	6251	15083
293	6272	15062
294	6291	15036
295	6312	15013
296	6333	14992
297	6353	14968
298	6378	14954
299	6405	14947
300	6429	14930
301	6452	14913
302	6470	14883
303	6491	14863
304	6512	14840
305	6546	14848
306	6565	14821
307	6582	14789
308	6598	14755
309	6617	14729
310	6640	14711
311	6658	14682
312	6678	14659
313	6698	14635
314	6717	14608
315	6739	14587
316	6755	14554
317	6770	14519
318	6785	14486
319	6801	14454
320	6817	14421
321	6834	14389
322	6850	14357
323	6867	14328
324	6883	14297
325	6900	14267
326	6920	14242
327	6937	14213
328	6958	14191
329	6976	14164
330	6997	14142
331	7018	14121
332	7037	14095
333	7058	14075
334	7074	14043
335	7090	14013
336	7107	13982
337	7123	13951
338	7139	13921
339	7170	13919
340	7197	13909
341	7216	13884
342	7238	13864
343	7262	13849
344	7287	13834
345	7311	13820
346	7331	13796
347	7349	13770
348	7366	13741
349	7387	13719
350	7410	13701
351	7432	13682
352	7450	13656
353	7473	13637
354	7491	13610
355	7529	13620
356	7548	13595
357	7567	13570
358	7584	13542
359	7600	13511
360	7616	13481
361	7631	13450
362	7653	13430
363	7675	13411
364	7705	13404
365	7733	13396
366	7783	13425
367	7805	13405
368	7825	13382
369	7845	13359
370	7863	13332
371	7906	13348
372	7931	13332
373	7976	13351
374	8008	13347
375	8030	13327
376	8062	13324
377	8088	13309
378	8115	13298
379	8137	13277
380	8161	13260
381	8204	13273
382	8226	13253
383	8253	13239
384	8280	13227
385	8313	13224
386	8348	13224
387	8381	13219
388	8440	13257
389	8463	13237
390	8487	13219
391	8513	13204
392	8555	13214
393	8579	13196
394	8604	13178
395	8628	13161
396	8650	13139
397	8701	13161
398	8727	13146
399	8756	13134
400	8776	13109
401	8803	13096
402	8840	13096
403	8858	13068
404	8906	13084
405	8927	13060
406	8944	13031
407	8965	13008
408	8988	12988
409	9006	12960
410	9029	12939
411	9071	12946
412	9093	12924
413	9129	12923
414	9156	12906
415	9185	12894
416	9211	12878
417	9236	12860
418	9263	12845
419	9294	12834
420	9331	12833
421	9355	12814
422	9381	12797
423	9412	12787
424	9445	12779
425	9521	12829
426	9547	12811
427	9568	12788
428	9603	12781
429	9629	12764
430	9655	12747
431	9684	12732
432	9729	12739
433	9760	12728
434	9792	12718
435	9824	12709
436	9844	12683
437	9864	12656
438	9890	12638
439	9932	12640
440	9953	12616
441	9984	12605
442	10009	12585
443	10028	12557
444	10049	12533
445	10069	12508
446	10094	12487
447	10112	12459
448	10138	12441
449	10161	12419
450	10190	12405
451	10217	12387
452	10241	12366
453	10271	12353
454	10301	12339
455	10324	12317
456	10345	12291
457	10380	12284
458	10399	12257
459	10417	12229
460	10445	12212
461	10469	12191
462	10493	12171
463	10537	12172
464	10561	12151
465	10591	12136
466	10621	12122
467	10643	12098
468	10665	12075
469	10686	12050
470	10724	12044
471	10750	12025
472	10778	12008
473	10804	11990
474	10832	11972
475	10854	11949
476	10869	11917
477	10891	11893
478	10921	11879
479	10949	11862
480	10972	11838
481	11002	11823
482	11032	11809
483	11060	11792
484	11091	11777
485	11111	11751
486	11130	11724
487	11145	11693
488	11167	11670
489	11194	11651
490	11220	11632
491	11249	11615
492	11277	11598
493	11301	11576
494	11327	11556
495	11344	11527
496	11364	11501
497	11387	11478
498	11410	11456
499	11430	11430
500	11450	11404
501	11473	11381
502	11499	11362
503	11528	11345
504	11559	11331
505	11591	11316
506	11617	11296
507	11649	11282
508	11679	11266
509	11705	11246
510	11730	11225
511	11753	11202
512	11776	11179
513	11803	11160
514	11835	11145
515	11867	11131
516	11902	11119
517	11932	11103
518	11970	11094
519	11992	11069
520	12014	11046
521	12041	11026
522	12068	11007
523	12096	10988
524	12128	10973
525	12157	10955
526	12185	10937
527	12211	10915
528	12236	10894
529	12258	10871
530	12279	10845
531	12304	10824
532	12329	10802
533	12355	10782
534	12384	10763
535	12411	10744
536	12440	10725
537	12464	10703
538	12486	10679
539	12508	10655
540	12530	10631
541	12555	10609
542	12574	10582
543	12600	10562
544	12627	10542
545	12655	10522
546	12686	10506
547	12719	10491
548	12752	10475
549	12783	10459
550	12808	10437
551	12830	10413
552	12853	10389
553	12877	10367
554	12903	10346
555	12929	10324
556	12957	10305
557	12988	10288
558	13021	10272
559	13053	10256
560	13079	10234
561	13109	10216
562	13134	10195
563	13156	10170
564	13179	10146
565	13203	10124
566	13226	10100
567	13250	10077
568	13274	10054
569	13299	10033
570	13325	10011
571	13348	9987
572	13373	9966
573	13403	9947
574	13437	9931
575	13465	9911
576	13496	9893
577	13522	9872
578	13546	9849
579	13567	9825
580	13589	9800
581	13608	9773
582	13630	9749
583	13655	9727
584	13678	9703
585	13703	9681
586	13730	9660
587	13759	9641
588	13787	9621
589	13815	9600
590	13842	9579
591	13865	9555
592	13887	9531
593	13910	9507
594	13935	9485
595	13959	9462
596	13987	9442
597	14017	9422
598	14043	9401
599	14071	9381
600	14096	9358
601	14121	9336
602	14148	9314
603	14177	9294
604	14204	9274
605	14227	9250
606	14255	9229
607	14279	9206
608	14304	9183
609	14329	9161
610	14350	9136
611	14379	9116
612	14396	9088
613	14418	9064
614	14436	9037
615	14460	9014
616	14482	8990
617	14507	8967
618	14531	8944
619	14557	8922
620	14585	8901
621	14617	8883
622	14645	8862
623	14667	8838
624	14695	8817
625	14730	8800
626	14754	8777
627	14784	8757
628	14808	8734
629	14831	8710
630	14854	8686
631	14877	8662
632	14895	8636
633	14929	8618
634	14956	8596
635	14982	8575
636	15011	8554
637	15035	8530
638	15062	8509
639	15092	8489
640	15120	8468
641	15148	8447
642	15173	8424
643	15203	8404
644	15226	8380
645	15250	8357
646	15269	8331
647	15293	8307
648	15317	8283
649	15347	8263
650	15375	8242
651	15403	8221
652	15432	8200
653	15458	8178
654	15484	8155
655	15508	8132
656	15537	8111
657	15566	8090
658	15587	8065
659	15613	8043
660	15639	8020
661	15668	7999
662	15687	7973
663	15707	7948
664	15726	7922
665	15747	7897
666	15771	7874
667	15797	7851
668	15823	7828
669	15850	7806
670	15877	7784
671	15899	7760
672	15924	7737
673	15942	7710
674	15964	7686
675	15988	7663
676	16013	7639
677	16036	7616
678	16060	7592
679	16088	7571
680	16110	7546
681	16139	7525
682	16166	7503
683	16194	7481
684	16217	7457
685	16244	7435
686	16269	7412
687	16298	7391
688	16326	7369
689	16355	7348
690	16379	7324
691	16404	7301
692	16429	7278
693	16452	7254
694	16477	7231
695	16497	7205
696	16519	7181
697	16543	7157
698	16566	7133
699	16589	7109
700	16612	7085
701	16638	7063
702	16667	7041
703	16697	7020
704	16726	6999
705	16755	6977
706	16785	6956
707	16817	6936
708	16848	6915
709	16880	6894
710	16910	6873
711	16933	6849
712	16957	6825
713	16982	6802
714	17009	6779
715	17035	6757
716	17057	6732
717	17080	6708
718	17106	6685
719	17129	6661
720	17155	6638
721	17185	6617
722	17217	6596
723	17247	6574
724	17275	6552
725	17304	6530
726	17328	6507
727	17357	6485
728	17384	6462
729	17408	6438
730	17440	6417
731	17468	6395
732	17495	6372
733	17522	6350
734	17544	6325
735	17574	6303
736	17594	6278
737	17610	6251
738	17635	6228
739	17661	6205
740	17682	6180
741	17708	6157
742	17732	6133
743	17757	6109
744	17785	6087
745	17807	6063
746	17835	6040
747	17861	6017
748	17891	5995
749	17917	5972
750	17945	5949
751	17972	5926
752	17995	5902
753	18021	5879
754	18050	5857
755	18069	5832
756	18094	5808
757	18118	5784
758	18144	5761
759	18171	5738
760	18197	5715
761	18222	5691
762	18249	5668
763	18273	5644
764	18299	5621
765	18323	5597
766	18345	5573
767	18365	5547
768	18389	5524
769	18414	5500
770	18438	5476
771	18460	5451
772	18497	5432
773	18522	5408
774	18545	5384
775	18570	5360
776	18593	5336
777	18613	5311
778	18639	5287
779	18666	5264
780	18688	5240
781	18714	5216
782	18740	5193
783	18766	5170
784	18793	5147
785	18816	5122
786	18832	5096
787	18855	5072
788	18881	5049
789	18909	5026
790	18938	5003
791	18964	4980
792	18984	4955
793	19013	4932
794	19040	4909
795	19064	4885
796	19092	4862
797	19118	4839
798	19145	4816
799	19169	4792
800	19196	4769
801	19224	4746
802	19250	4722
803	19279	4699
804	19307	4676
805	19334	4653
806	19358	4629
807	19381	4605
808	19404	4581
809	19429	4557
810	19453	4533
811	19474	4508
812	19502	4485
813	19540	4465
814	19574	4443
815	19606	4421
816	19633	4397
817	19657	4373
818	19678	4349
819	19706	4325
820	19733	4302
821	19761	4279
822	19786	4255
823	19815	4232
824	19841	4208
825	19861	4183
826	19889	4160
827	19919	4137
828	19946	4114
829	19967	4089
830	19994	4066
831	20017	4042
832	20037	4017
833	20051	3991
834	20075	3967
835	20100	3943
836	20125	3919
837	20147	3894
838	20173	3871
839	20196	3847
840	20220	3822
841	20242	3798
842	20269	3774
843	20292	3750
844	20318	3727
845	20344	3703
846	20370	3679
847	20396	3655
848	20427	3633
849	20455	3609
850	20482	3586
851	20510	3562
852	20536	3539
853	20555	3514
854	20579	3490
855	20601	3465
856	20625	3441
857	20649	3417
858	20672	3393
859	20693	3368
860	20714	3344
861	20736	3319
862	20759	3295
863	20784	3271
864	20809	3247
865	20837	3224
866	20865	3200
867	20890	3176
868	20915	3152
869	20939	3128
870	20963	3104
871	20985	3080
872	21007	3056
873	21031	3031
874	21055	3007
875	21077	2983
876	21100	2959
877	21124	2935
878	21146	2910
879	21173	2887
880	21203	2863
881	21232	2840
882	21257	2816
883	21289	2793
884	21318	2770
885	21345	2746
886	21365	2721
887	21396	2698
888	21420	2674
889	21440	2649
890	21466	2626
891	21490	2601
892	21513	2577
893	21535	2553
894	21558	2529
895	21580	2504
896	21604	2480
897	21626	2456
898	21650	2432
899	21674	2408
900	21697	2384
901	21722	2360
902	21747	2336
903	21772	2312
904	21799	2288
905	21825	2264
906	21850	2240
907	21877	2216
908	21898	2192
909	21923	2168
910	21950	2144
911	21977	2120
912	22006	2096
913	22033	2073
914	22059	2049
915	22085	2025
916	22110	2001
917	22133	1977
918	22157	1952
919	22180	1928
920	22204	1904
921	22226	1880
922	22251	1856
923	22278	1832
924	22307	1808
925	22331	1784
926	22357	1760
927	22387	1736
928	22409	1712
929	22433	1688
930	22455	1664
931	22478	1640
932	22502	1615
933	22526	1591
934	22549	1567
935	22573	1543
936	22597	1519
937	22620	1495
938	22644	1471
939	22666	1446
940	22689	1422
941	22712	1398
942	22735	1374
943	22760	1350
944	22784	1326
945	22809	1302
946	22846	1278
947	22864	1254
948	22884	1229
949	22910	1205
950	22937	1181
951	22962	1157
952	22991	1133
953	23014	1109
954	23047	1086
955	23068	1061
956	23092	1037
957	23116	1013
958	23141	989
959	23168	965
960	23196	941
961	23224	917
962	23250	893
963	23275	869
964	23300	845
965	23324	820
966	23345	796
967	23370	772
968	23389	748
969	23412	724
970	23433	699
971	23458	675
972	23484	651
973	23509	627
974	23537	603
975	23560	579
976	23589	555
977	23619	531
978	23644	507
979	23668	483
980	23693	458
981	23717	434
982	23740	410
983	23761	386
984	23787	362
985	23811	338
986	23848	314
987	23872	289
988	23907	265
989	23934	241
990	23953	217
991	23978	193
992	23999	169
993	24021	144
994	24044	120
995	24066	96
996	24089	72
997	24112	48
998	24135	24
999	24157	0
