iter	Logloss
561	0.5322927912
562	0.5322154276
563	0.5321736163
564	0.5321550465
565	0.5321515725
566	0.5320841318
567	0.5320607996
568	0.5320391004
569	0.5320234637
570	0.5320206948
571	0.5319591077
572	0.5319199556
573	0.5319082651
574	0.5318631825
575	0.5318434732
576	0.5318166955
577	0.5318161051
578	0.5317904855
579	0.5317190736
580	0.531711629
581	0.5316547761
582	0.5316194763
583	0.5315811388
584	0.5315536539
585	0.5315340033
586	0.5315217395
587	0.5314942451
588	0.531419462
589	0.5313954411
590	0.5313943184
591	0.5313731432
592	0.5313046633
593	0.5312894231
594	0.531287326
595	0.5312572033
596	0.5312400812
597	0.5312211292
598	0.5312131396
599	0.5311922746
600	0.5311527693
601	0.5311507871
602	0.5311369504
603	0.531092425
604	0.5310566368
605	0.5310102442
606	0.5309884154
607	0.5309797627
608	0.5309649657
609	0.5308941401
610	0.5308615069
611	0.5308315878
612	0.5308111969
613	0.5307932038
614	0.5307259883
615	0.5307161925
616	0.530689624
617	0.530621109
618	0.5305960926
619	0.5305867098
620	0.5305614729
621	0.530545147
622	0.5305330922
623	0.5305087268
624	0.530501682
625	0.5304850412
626	0.5304725116
627	0.5304446076
628	0.5303823705
629	0.5303497439
630	0.5303188316
631	0.5302997781
632	0.5302925644
633	0.5302798934
634	0.5301203449
635	0.5301066517
636	0.5300983012
637	0.5300841816
638	0.5300704635
639	0.5300607723
640	0.5299766044
641	0.5299384434
642	0.5299172087
643	0.5298995167
644	0.5298416346
645	0.5297811119
646	0.5297674514
647	0.5297393554
648	0.5297253083
649	0.5296636632
650	0.5296603527
651	0.529628321
652	0.5295890883
653	0.5295773531
654	0.5295337959
655	0.5295161123
656	0.52948479
657	0.5294662661
658	0.5294330441
659	0.5293873477
660	0.5293504115
661	0.5293306912
662	0.5293016182
663	0.5292305164
664	0.5291758989
665	0.5291534959
666	0.5291494553
667	0.5291350019
668	0.529104783
669	0.5290576856
670	0.5290321502
671	0.5290153926
672	0.5289989573
673	0.5289729924
674	0.5288691888
675	0.5288455295
676	0.5288268759
677	0.5288048595
678	0.5287906965
679	0.528733344
680	0.5287127868
681	0.5286669584
682	0.5285995635
683	0.5284165145
684	0.5283985785
685	0.5283802565
686	0.5283349825
687	0.5283238784
688	0.5283017784
689	0.5282222449
690	0.5281886032
691	0.5281739515
692	0.5281284619
693	0.5281195914
694	0.5280870828
695	0.5280822837
696	0.5280602982
697	0.5280289632
698	0.5280117682
699	0.5280063991
700	0.5279740648
701	0.5279447665
702	0.5279370398
703	0.5279149752
704	0.5279010869
705	0.5278756591
706	0.527845297
707	0.5278280857
708	0.5278210674
709	0.527793103
710	0.5277874282
711	0.5277445175
712	0.5277271953
713	0.5276935578
714	0.5276923515
715	0.5276819966
716	0.5276477172
717	0.5275571146
718	0.5275436037
719	0.5274800641
720	0.5274541593
721	0.5274283571
722	0.5274252769
723	0.5273654588
724	0.5273273215
725	0.5273037928
726	0.5272754864
727	0.5272463658
728	0.5272184814
729	0.5271916116
730	0.5271749939
731	0.5271601266
732	0.5270954487
733	0.5270885109
734	0.5270564544
735	0.527039208
736	0.5270164679
737	0.527003395
738	0.5269358153
739	0.5269151404
740	0.5268840805
741	0.5268588235
742	0.5268318043
743	0.5268154413
744	0.5268077959
745	0.526755319
746	0.5267060207
747	0.5266961831
748	0.5266321432
749	0.5266024917
750	0.5265563329
751	0.526554709
752	0.5264834591
753	0.5264290709
754	0.5264171668
755	0.5264034503
756	0.5263907962
757	0.5263663078
758	0.5263522744
759	0.5263314021
760	0.5263159291
761	0.5262512768
762	0.5262159085
763	0.5262008877
764	0.5261734628
765	0.5261575134
766	0.526148318
767	0.526119133
768	0.5261147756
769	0.5260603517
770	0.5260000701
771	0.525986795
772	0.5259561446
773	0.5259349461
774	0.5259194575
775	0.5259003698
776	0.5258174791
777	0.5258004616
778	0.5257143118
779	0.5256564642
780	0.5256430922
781	0.525595672
782	0.5255932009
783	0.5255808546
784	0.5255564203
785	0.5255275721
786	0.5255117428
787	0.52549951
788	0.5254899404
789	0.5254548679
790	0.5254238759
791	0.5254167229
792	0.5253482082
793	0.5253238645
794	0.5253187184
795	0.525305737
796	0.525293324
797	0.5252737818
798	0.5252483392
799	0.5251755368
800	0.5251638746
801	0.5251621137
802	0.5251282704
803	0.5251215655
804	0.5250804755
805	0.5250780377
806	0.5250061915
807	0.5249995758
808	0.5249462059
809	0.524938924
810	0.5248961322
811	0.5248865542
812	0.5248329173
813	0.5248105384
814	0.5247867177
815	0.5245421851
816	0.524495648
817	0.5244839423
818	0.524414347
819	0.5243450418
820	0.5243111763
821	0.524280692
822	0.5242048939
823	0.5241565349
824	0.5241409469
825	0.524053523
826	0.5240018952
827	0.523989927
828	0.5239800348
829	0.5239222841
830	0.5238661849
831	0.5238363439
832	0.5238190398
833	0.5238032172
834	0.5237825594
835	0.5237496417
836	0.523721344
837	0.5236451699
838	0.5236351922
839	0.5236151998
840	0.5235951641
841	0.523580775
842	0.5235363243
843	0.5235080798
844	0.5234349047
845	0.523410028
846	0.5233925323
847	0.5233675341
848	0.5233447343
849	0.5233348791
850	0.523323799
851	0.5232880861
852	0.5232518089
853	0.52319229
854	0.5231635241
855	0.52314132
856	0.5231301474
857	0.5231118454
858	0.5230731541
859	0.5230195769
860	0.5229967797
861	0.5229895141
862	0.5229237427
863	0.5229101322
864	0.5228850249
865	0.5228585384
866	0.5228512772
867	0.522831567
868	0.5228209632
869	0.5227438125
870	0.5227207703
871	0.5226561615
872	0.5225740812
873	0.5225291439
874	0.5225085448
875	0.5224872768
876	0.5224783649
877	0.5224062482
878	0.5223623595
879	0.5222957626
880	0.5222860014
881	0.5222634719
882	0.522242927
883	0.5221860773
884	0.5221651118
885	0.5220983084
886	0.522085075
887	0.5220642113
888	0.5220552781
889	0.5220258619
890	0.522005823
891	0.5219644352
892	0.5219426818
893	0.5219067488
894	0.5219029028
895	0.5218697246
896	0.5218484129
897	0.5218194869
898	0.5217722482
899	0.5217575682
900	0.521753297
901	0.5217143189
902	0.5216917008
903	0.5216754165
904	0.5216600377
905	0.5216550314
906	0.521615052
907	0.5215443588
908	0.5215335042
909	0.5214811533
910	0.5214097679
911	0.5213738771
912	0.5213630658
913	0.5213458952
914	0.5213296725
915	0.5212987514
916	0.5212857404
917	0.5212740829
918	0.5212554051
919	0.5212450545
920	0.5212290456
921	0.521207211
922	0.5211900824
923	0.5211370463
924	0.5211084087
925	0.5210849663
926	0.521056766
927	0.5209834343
928	0.5209684606
929	0.5209583453
930	0.5209189689
931	0.5208729995
932	0.5208433563
933	0.5207567787
934	0.5207443543
935	0.5207392661
936	0.5206212621
937	0.520605669
938	0.5204782662
939	0.5204462537
940	0.5204171594
941	0.5203894091
942	0.5203702054
943	0.5203507108
944	0.5203418252
945	0.5203297106
946	0.5202629352
947	0.5202522777
948	0.5202289872
949	0.5202020048
950	0.5201662869
951	0.5201601441
952	0.5201161853
953	0.5200997828
954	0.520095186
955	0.5199862158
956	0.5199690802
957	0.5199598021
958	0.5199355151
959	0.5198697132
960	0.5198493808
961	0.5198246104
962	0.5197884306
963	0.5197693989
964	0.5197423503
965	0.5197103456
966	0.5196551675
967	0.5195499413
968	0.5195185323
969	0.5194727167
970	0.5194436079
971	0.5194141325
972	0.5193859649
973	0.5193350829
974	0.5193292876
975	0.5193131311
976	0.5192937715
977	0.5192824253
978	0.5192470778
979	0.5192065973
980	0.5191835299
981	0.5191749329
982	0.5191431662
983	0.519122795
984	0.5191125508
985	0.5190418398
986	0.519033389
987	0.5190239432
988	0.518998011
989	0.5189777118
990	0.5189526422
991	0.5189195181
992	0.5189016413
993	0.5188844048
994	0.5188601947
995	0.5188522084
996	0.5188339907
997	0.5187980872
998	0.5187633789
999	0.5187518133
