iter	Logloss
241	0.5540869332
242	0.5540848745
243	0.5540773932
244	0.5540622538
245	0.5540509036
246	0.5540366685
247	0.5540262703
248	0.5540212509
249	0.5540100543
250	0.5539978022
251	0.5539953232
252	0.5539826844
253	0.5539668596
254	0.5539623429
255	0.5539483234
256	0.5539438419
257	0.5539247718
258	0.5539212598
259	0.5539109709
260	0.5538358314
261	0.5538301985
262	0.5538211301
263	0.5538172137
264	0.5538086802
265	0.5538059717
266	0.5537875054
267	0.5537104062
268	0.5537074672
269	0.5537003847
270	0.5536865275
271	0.5536528494
272	0.5534287813
273	0.5534207976
274	0.553410975
275	0.5534082588
276	0.5533922142
277	0.5533885592
278	0.5533614361
279	0.5533360242
280	0.5533087207
281	0.5532732665
282	0.5532654182
283	0.5532590607
284	0.5532536283
285	0.5532440175
286	0.5531878722
287	0.5531726306
288	0.5531681907
289	0.5531364233
290	0.5531332247
291	0.5531297754
292	0.5531245865
293	0.5530705068
294	0.5530587105
295	0.5530559814
296	0.5530101548
297	0.5530074046
298	0.5530037981
299	0.5529859346
300	0.5529845115
301	0.552979375
302	0.5529726737
303	0.5529708177
304	0.5529668876
305	0.5529649465
306	0.5529559915
307	0.5529514456
308	0.552940295
309	0.5529292741
310	0.5529248894
311	0.5529173512
312	0.5529114179
313	0.5529079078
314	0.5529045464
315	0.5528949673
316	0.5528890685
317	0.5528791756
318	0.5528684147
319	0.5528643009
320	0.5528613174
321	0.5528580226
322	0.5528554453
323	0.5528514136
324	0.5528469777
325	0.5527673296
326	0.5527641519
327	0.5527626356
328	0.5527455266
329	0.5527423276
330	0.5527283422
331	0.5527024357
332	0.5526961458
333	0.5526892338
334	0.5526849875
335	0.552655517
336	0.5526512957
337	0.5526417976
338	0.55263547
339	0.5526299609
340	0.5526225079
341	0.552615197
342	0.5526120364
343	0.5525928693
344	0.5525851181
345	0.5525814666
346	0.5525724594
347	0.5525674627
348	0.5525599376
349	0.5525136881
350	0.5525114812
351	0.5524847295
352	0.5524826771
353	0.5524568512
354	0.5524429863
355	0.5524161079
356	0.5523815036
357	0.552379156
358	0.5523777159
359	0.5523735358
360	0.5523583204
361	0.5523437127
362	0.5523067441
363	0.552301783
364	0.5522688331
365	0.5522648675
366	0.552257482
367	0.5522545834
368	0.5522534401
369	0.5522480188
370	0.5522238846
371	0.5522204664
372	0.552206625
373	0.5521706303
374	0.5521644299
375	0.5521617369
376	0.5521578089
377	0.5521089849
378	0.5521042748
379	0.552101884
380	0.5520949192
381	0.5520831876
382	0.5520607611
383	0.5520429043
384	0.5520377755
385	0.5520341051
386	0.5520265084
387	0.5520243454
388	0.5520164924
389	0.5520131489
390	0.5520000212
391	0.5519904312
392	0.5519877893
393	0.5519843117
394	0.5519808627
395	0.5519782535
396	0.5519766853
397	0.5519683538
398	0.5519632678
399	0.551956936
400	0.5519496389
401	0.5519473321
402	0.5519437988
403	0.5519403712
404	0.5519322178
405	0.5519190893
406	0.5519152292
407	0.5519123295
408	0.5518971883
409	0.5518922244
410	0.5518798113
411	0.5518693009
412	0.5518366256
413	0.5518326719
414	0.5518255121
415	0.5518223198
416	0.5518180744
417	0.5518157019
418	0.5518109286
419	0.5518022022
420	0.5517948204
421	0.5517927363
422	0.5517822329
423	0.5517770127
424	0.5517492184
425	0.551747
426	0.5517358088
427	0.5517257021
428	0.5517132942
429	0.5517099722
430	0.5517020928
431	0.5516975198
432	0.5516877615
433	0.5516827021
434	0.5516674417
435	0.5516606522
436	0.5516270006
437	0.5516180218
438	0.5516102957
439	0.5516086587
440	0.5515897979
441	0.5515844513
442	0.5515698498
443	0.5515634596
444	0.5515609639
445	0.5515591943
446	0.5515536876
447	0.5515493229
448	0.5515452272
449	0.5515277667
450	0.5515268854
451	0.5515198832
452	0.5515157784
453	0.5515126177
454	0.5515093652
455	0.5515030299
456	0.5515024243
457	0.5514978462
458	0.5514928893
459	0.5514866581
460	0.551483995
461	0.5514770405
462	0.5514735183
463	0.551467653
464	0.5514570411
465	0.5514478319
466	0.5514410618
467	0.5514301564
468	0.5514214193
469	0.5514085216
470	0.5514004714
471	0.5513967448
472	0.5513958609
473	0.5513938744
474	0.551391779
475	0.5513825159
476	0.5513746296
477	0.5513714453
478	0.5513556855
479	0.5513507756
480	0.551347276
481	0.5513392773
482	0.5513382288
483	0.5513326265
484	0.5513314278
485	0.5513262839
486	0.5513173429
487	0.5513109268
488	0.551301648
489	0.5513005523
490	0.5512965085
491	0.551292062
492	0.5512841022
493	0.5512797468
494	0.5512722246
495	0.551268118
496	0.5512557519
497	0.5512401192
498	0.5512360542
499	0.5512279864
500	0.5512235504
501	0.551222227
502	0.5511956164
503	0.5511940597
504	0.5511885286
505	0.5511824667
506	0.5511779512
507	0.5511739962
508	0.5511728317
509	0.5511691069
510	0.5511649281
511	0.551153597
512	0.5511503484
513	0.5511493485
514	0.5511462909
515	0.5511446989
516	0.5511430107
517	0.5511378751
518	0.5511341341
519	0.5511314405
520	0.5511285628
521	0.5511201976
522	0.5511169132
523	0.5511124421
524	0.5511098227
525	0.5510659379
526	0.5510618054
527	0.5510486551
528	0.5510287167
529	0.5510222184
530	0.5510175971
531	0.5509931008
532	0.5509901948
533	0.5509834529
534	0.5509748426
535	0.5509702175
536	0.5509578367
537	0.550953244
538	0.5509466973
539	0.550941292
540	0.5509388753
541	0.5509326152
542	0.5509298365
543	0.5509270383
544	0.5509232364
545	0.550883567
546	0.5508680513
547	0.5508541401
548	0.5508454643
549	0.5508407873
550	0.5508378519
551	0.5508354887
552	0.5508327985
553	0.5508267284
554	0.5508201131
555	0.5508114319
556	0.550804034
557	0.5507956082
558	0.550787887
559	0.5507869546
560	0.550780195
561	0.5507769064
562	0.5507721387
563	0.5507644555
564	0.5507594417
565	0.5507539337
566	0.5507490875
567	0.5507459936
568	0.550736831
569	0.5507326434
570	0.5507293647
571	0.5507269688
572	0.5507176719
573	0.5507153914
574	0.550712337
575	0.5507097615
576	0.5506974031
577	0.5506910134
578	0.5506888951
579	0.5506860887
580	0.5506735451
581	0.5506726626
582	0.550662668
583	0.55065063
584	0.5506492219
585	0.5506463573
586	0.5506428931
587	0.5506219466
588	0.5506201786
589	0.5506155918
590	0.5506031708
591	0.5506006945
592	0.5505520595
593	0.5505431216
594	0.5505353685
595	0.5505350271
596	0.550533787
597	0.5505323077
598	0.5505288573
599	0.5505241586
600	0.5505222466
601	0.550493221
602	0.5504864018
603	0.5504819635
604	0.550478968
605	0.5504751373
606	0.5504708223
607	0.5504643252
608	0.5504621791
609	0.5504556506
610	0.5504530057
611	0.5504516758
612	0.5504508541
613	0.5504469379
614	0.5504455163
615	0.5504419911
616	0.5504265545
617	0.5504225757
618	0.5504196411
619	0.5504163971
620	0.5504152446
621	0.5504112164
622	0.5504076728
623	0.5504051504
624	0.5504011078
625	0.5503982781
626	0.5503941317
627	0.5503922616
628	0.55038967
629	0.550388814
630	0.550379619
631	0.5503697787
632	0.5503468932
633	0.5503456198
634	0.5503258836
635	0.5503129755
636	0.5503069825
637	0.5503041509
638	0.5502996626
639	0.5502936435
640	0.5502550776
641	0.5502505834
642	0.5502477475
643	0.5502437864
644	0.55024232
645	0.550240489
646	0.5502326763
647	0.5502309393
648	0.550228201
649	0.5502267763
650	0.5502221394
651	0.5502197603
652	0.5502177695
653	0.5502145355
654	0.5502133491
655	0.5502098295
656	0.5502063272
657	0.5502051365
658	0.5502006957
659	0.5501990826
660	0.5501969109
661	0.5501946076
662	0.5501905784
663	0.5501867454
664	0.550181798
665	0.5501773631
666	0.5501721807
667	0.5501680696
668	0.5501643937
669	0.5501632994
670	0.5501631922
671	0.550157849
672	0.5501531551
673	0.5501494103
674	0.5501481198
675	0.5501442452
676	0.5501432738
677	0.5501430932
678	0.5501399793
679	0.5501096631
680	0.5501045193
681	0.5500972784
682	0.550088423
683	0.550083021
684	0.5500628573
685	0.5500623828
686	0.5500596289
687	0.5500547187
688	0.5500466596
689	0.5500452383
690	0.5500409741
691	0.5500381228
692	0.5500325044
693	0.5500107776
694	0.550008429
695	0.5500051812
696	0.5499913979
697	0.5499848665
698	0.5499773956
699	0.5499747723
700	0.5499705014
701	0.5499475858
702	0.5499435596
703	0.5499381796
704	0.54992982
705	0.5499217374
706	0.5499175857
707	0.5499143157
708	0.5499114971
709	0.5499096997
710	0.5499047411
711	0.5498992853
712	0.5498965393
713	0.549890028
714	0.5498851546
715	0.5498810999
716	0.5498782858
717	0.5498719357
718	0.5498695044
719	0.5498681987
720	0.5498624309
721	0.5498602502
722	0.5498585238
723	0.5498551232
724	0.5498464351
725	0.5498427854
726	0.5498383608
727	0.5498368463
728	0.5498268642
729	0.5498243766
730	0.5498120722
731	0.5498088861
732	0.5498064998
733	0.5498043883
734	0.5497995384
735	0.5497956724
736	0.5497917564
737	0.5497875114
738	0.5497821828
739	0.5497763536
740	0.5497744774
741	0.5497710266
742	0.5497703047
743	0.5497660773
744	0.5497616032
745	0.5497588547
746	0.5497176401
747	0.5497166036
748	0.5497144297
749	0.5497093365
750	0.5497053379
751	0.5497039408
752	0.5497016382
753	0.5497001127
754	0.5496577837
755	0.5496344593
756	0.5496287596
757	0.5496226963
758	0.5496201399
759	0.5496168619
760	0.5496105144
761	0.5496075707
762	0.5496041209
763	0.5495945283
764	0.5495926847
765	0.5495910145
766	0.5495891617
767	0.5495847197
768	0.5495802125
769	0.5495792552
770	0.549577508
771	0.5495770433
772	0.5495746989
773	0.5495555071
774	0.5495527839
775	0.5495511205
776	0.5495498609
777	0.549535308
778	0.54953371
779	0.5495331799
780	0.5495304967
781	0.549526733
782	0.549524754
783	0.5495209987
784	0.5495199001
785	0.549514544
786	0.5495108491
787	0.5495089864
788	0.5495073871
789	0.5495035179
790	0.5494981374
791	0.5494749701
792	0.5494727841
793	0.5494568446
794	0.5494421669
795	0.549439961
796	0.5494394522
797	0.5494372925
798	0.5494366958
799	0.5494220137
800	0.5493935479
801	0.5493910261
802	0.5493875879
803	0.549380902
804	0.5493781818
805	0.5493763337
806	0.5493744921
807	0.5493721908
808	0.5493667903
809	0.5493638536
810	0.5493554023
811	0.5493367297
812	0.5493340277
813	0.5493267135
814	0.5493243481
815	0.5493234412
816	0.5493200839
817	0.5493198118
818	0.5493154939
819	0.5493113635
820	0.5493072636
821	0.5493010909
822	0.5492969519
823	0.5492930212
824	0.5492844034
825	0.5492810042
826	0.5492803939
827	0.5492781313
828	0.5492756447
829	0.5492596337
830	0.5492565195
831	0.5492535318
832	0.5492506435
833	0.5492459429
834	0.5492446055
835	0.5492250933
836	0.5492229541
837	0.5492182185
838	0.5492159654
839	0.5492089558
840	0.5492071424
841	0.5492056073
842	0.5492021257
843	0.5492013238
844	0.5491989237
845	0.5491961592
846	0.5491881702
847	0.5491842415
848	0.5491823466
849	0.5491785726
850	0.5491775114
851	0.5491710781
852	0.5491687028
853	0.5491650416
854	0.5491584873
855	0.5491567964
856	0.549150653
857	0.5491499076
858	0.5491490093
859	0.5491475291
860	0.5491373586
861	0.5491328217
862	0.5491308316
863	0.5491270549
864	0.5491180968
865	0.5491129544
866	0.5491123431
867	0.5491111076
868	0.5490987193
869	0.5490977102
870	0.5490969334
871	0.5490962762
872	0.549087428
873	0.5490849311
874	0.5490818562
875	0.5490725662
876	0.5490698554
877	0.5490674332
878	0.5490626912
879	0.549059011
880	0.5490540971
881	0.5490522326
882	0.549051116
883	0.5490507132
884	0.5490474139
885	0.5490441887
886	0.5490435682
887	0.5490395736
888	0.5490354113
889	0.5490348453
890	0.5490289512
891	0.5490255907
892	0.5490223905
893	0.549022243
894	0.5490194568
895	0.5490182638
896	0.5490177874
897	0.5490134174
898	0.5490132659
899	0.5490028975
900	0.5490002283
901	0.5489978648
902	0.548995552
903	0.5489938878
904	0.5489919665
905	0.5489852468
906	0.5489820549
907	0.5489780417
908	0.5489718775
909	0.5489714514
910	0.5489688254
911	0.5489680636
912	0.5489622793
913	0.5489615324
914	0.5489554622
915	0.5489521111
916	0.5489499206
917	0.5489475185
918	0.548930577
919	0.5489257324
920	0.5489235912
921	0.5489168986
922	0.5489059874
923	0.5489036419
924	0.5488978505
925	0.5488947213
926	0.548893018
927	0.5488922057
928	0.5488880762
929	0.5488864803
930	0.5488819492
931	0.5488778575
932	0.5488762774
933	0.5488720136
934	0.5488614097
935	0.548860233
936	0.548859977
937	0.548852981
938	0.5488373666
939	0.5488363785
940	0.5488348776
941	0.5488307996
942	0.5488141593
943	0.5488107565
944	0.5488087057
945	0.5488069244
946	0.5488002705
947	0.5487979021
948	0.5487947267
949	0.5487913083
950	0.5487884677
951	0.5487859091
952	0.5487817025
953	0.5487713594
954	0.548768653
955	0.5487650315
956	0.5487601922
957	0.5487594235
958	0.5487578736
959	0.5487534586
960	0.5487450383
961	0.5487414549
962	0.5487343717
963	0.5487321004
964	0.5487311232
965	0.5487261802
966	0.5487232884
967	0.5487186305
968	0.5487162236
969	0.5487127389
970	0.5487099798
971	0.5487091272
972	0.5487062961
973	0.5487050261
974	0.5486973239
975	0.5486936148
976	0.5486920367
977	0.5486896628
978	0.54868294
979	0.548678441
980	0.5486761855
981	0.5486721032
982	0.5486714865
983	0.5486685734
984	0.5486618333
985	0.5486587142
986	0.5486568812
987	0.5486552622
988	0.548653753
989	0.5486491034
990	0.5486461781
991	0.5486410148
992	0.5486397075
993	0.5486280141
994	0.54862322
995	0.5486206019
996	0.5486180733
997	0.548614262
998	0.5486131204
999	0.5486102166
